Date,Open,High,Low,Close,Adj Close,Volume
2012-09-04,340.996857,341.221008,335.492493,339.248413,339.248413,3793200
2012-09-05,338.730347,341.968231,338.301971,339.089020,339.089020,3429100
2012-09-06,341.699219,348.638214,341.086517,348.394135,348.394135,6109700
2012-09-07,348.693024,354.795135,347.532349,351.756531,351.756531,6490100
2012-09-10,353.554779,355.074097,347.891022,349.076569,349.076569,5139100
2012-09-11,347.676819,349.016785,344.209808,344.802582,344.802582,3761500
2012-09-12,343.417786,346.157532,339.168701,344.150055,344.150055,5304300
2012-09-13,345.250916,353.176208,343.980682,351.701721,351.701721,5337900
2012-09-14,353.475098,355.168732,352.184937,353.514954,353.514954,5256500
